id,record_time,status,+24V_max_current,-24V_max_current,+24V_working_current,-24V_working_current,+9V_working_current,circuit_disconnect_freq,circuit_disconnect_time,command_judge_time,first_pulse_time,second_pulse_time,third_pulse_time,photoelectric_freq,system_recognition,mode1_level,mode2_level,mode1_pulse_width,mode2_pulse_width
757,2024-01-06 14:00,正常,2.7,2.5,243,229,97,120,3.8,0.71,0.82,0.57,0.56,1.3,12.1,5.4,-5.1,32.95,34.98
758,2024-01-06 14:10,第一脉冲时间过长故障,2.3,2.1,270,243,72,112,3.8,0.79,0.92,0.53,0.53,1.0,12.1,5.4,-5.3,33.05,35.04
759,2024-01-06 14:20,正常,2.6,2.3,282,260,76,116,4.3,0.77,0.83,0.54,0.56,2.0,11.9,4.6,-4.7,32.95,35.0
760,2024-01-06 14:30,正常,2.7,2.7,234,226,79,120,3.3,0.7,0.86,0.55,0.56,2.4,12.0,5.2,-5.0,33.0,35.02
761,2024-01-06 14:40,第三脉冲时间过短故障,2.1,2.5,259,280,78,106,3.4,0.7,0.83,0.55,0.49,1.4,12.1,5.4,-4.7,32.99,34.97
762,2024-01-06 14:50,正常,2.1,2.4,218,249,77,116,4.3,0.73,0.87,0.53,0.55,2.6,12.1,4.9,-4.8,33.03,35.02
763,2024-01-06 15:00,正常,2.2,2.8,210,244,87,101,4.2,0.79,0.83,0.57,0.57,2.4,11.9,5.1,-4.6,32.99,35.0
764,2024-01-06 15:10,正常,2.8,2.7,259,225,72,118,4.1,0.78,0.87,0.54,0.56,1.6,12.0,4.7,-5.2,33.04,35.0
765,2024-01-06 15:20,正常,2.1,2.2,290,247,85,117,5.2,0.75,0.83,0.58,0.57,2.0,12.0,5.2,-4.9,32.97,34.98
766,2024-01-06 15:30,正常,2.9,2.4,261,274,86,120,5.0,0.76,0.87,0.56,0.58,2.2,12.1,4.5,-5.0,33.05,34.97
767,2024-01-06 15:40,系统识别电压过高故障,2.9,2.4,235,289,96,124,4.9,0.76,0.86,0.53,0.57,1.5,12.5,5.1,-4.9,32.97,34.97
768,2024-01-06 15:50,正常,2.5,2.6,268,222,94,108,5.0,0.79,0.85,0.57,0.57,2.0,12.0,4.9,-5.4,33.0,35.02
769,2024-01-06 16:00,正常,2.3,2.1,224,238,92,110,4.1,0.73,0.87,0.55,0.53,1.3,11.9,5.3,-4.7,33.05,34.99
770,2024-01-06 16:10,光电频率过低故障,2.1,2.9,232,249,81,127,4.0,0.78,0.84,0.57,0.54,0.5,12.0,4.5,-4.7,33.05,34.99
771,2024-01-06 16:20,正常,2.7,2.0,268,231,87,118,3.1,0.78,0.82,0.53,0.57,2.7,12.0,5.4,-5.1,33.02,35.05
772,2024-01-06 16:30,正常,2.6,2.5,233,265,73,117,5.0,0.73,0.82,0.56,0.58,2.9,12.1,4.6,-4.9,33.04,35.05
773,2024-01-06 16:40,模式1脉宽过长故障,2.7,2.6,253,268,81,111,3.1,0.78,0.83,0.53,0.53,2.5,11.9,4.8,-4.7,33.08,35.05
774,2024-01-06 16:50,第三脉冲时间过长故障,2.5,2.7,219,217,91,108,5.3,0.71,0.83,0.55,0.61,3.0,12.0,4.9,-5.4,33.03,34.97
775,2024-01-06 17:00,正常,2.6,2.6,250,255,95,130,3.4,0.78,0.85,0.55,0.58,3.0,12.0,4.8,-4.5,32.97,35.04
776,2024-01-06 17:10,模式1脉宽过短故障,2.5,2.8,282,272,82,117,4.6,0.79,0.87,0.57,0.57,2.3,12.0,5.3,-5.4,32.9,34.96
777,2024-01-06 17:20,正常,2.8,2.0,246,221,74,110,5.0,0.75,0.88,0.52,0.52,1.3,12.1,5.3,-5.1,32.99,34.95
778,2024-01-06 17:30,正常,2.3,2.9,290,226,70,105,3.7,0.72,0.82,0.57,0.57,1.9,12.0,5.1,-4.9,33.01,35.03
779,2024-01-06 17:40,系统识别电压过低故障,2.8,2.4,283,265,72,105,4.9,0.78,0.88,0.54,0.55,1.1,11.7,5.3,-5.1,33.05,34.96
780,2024-01-06 17:50,正常,2.5,2.1,277,244,80,111,4.5,0.72,0.83,0.57,0.56,2.6,12.0,5.0,-5.5,32.96,34.97
781,2024-01-06 18:00,指令判断时间过短故障,2.4,2.2,208,232,88,115,3.5,0.67,0.87,0.57,0.56,1.9,11.9,5.3,-4.9,33.0,35.02
782,2024-01-06 18:10,模式1电平过高故障,2.5,2.7,245,223,92,124,4.6,0.74,0.86,0.56,0.57,2.4,11.9,6.1,-5.4,33.02,34.99
783,2024-01-06 18:20,正常,2.5,2.2,216,240,76,102,4.7,0.71,0.87,0.56,0.54,1.6,11.9,4.9,-4.6,33.04,35.0
784,2024-01-06 18:30,系统识别电压过高故障,2.3,2.0,244,219,98,107,3.8,0.77,0.83,0.53,0.56,1.2,12.5,4.7,-4.6,33.02,34.98
785,2024-01-06 18:40,正常,2.8,2.3,270,217,80,128,3.9,0.71,0.86,0.53,0.56,2.8,12.0,5.0,-4.7,32.96,35.04
786,2024-01-06 18:50,-24V最大电流超标故障,2.5,3.5,211,262,70,125,3.3,0.79,0.84,0.58,0.56,2.4,12.0,4.6,-4.6,32.99,35.03
787,2024-01-06 19:00,正常,2.6,2.7,254,236,95,121,4.3,0.77,0.83,0.53,0.54,1.5,12.0,5.1,-5.4,32.98,35.02
788,2024-01-06 19:10,正常,2.7,2.2,279,239,77,123,3.0,0.76,0.85,0.54,0.55,1.8,12.1,5.4,-5.4,33.05,34.95
789,2024-01-06 19:20,模式1脉宽过长故障,2.8,2.3,254,251,98,111,4.9,0.78,0.84,0.56,0.57,1.6,12.1,5.1,-5.3,33.15,35.0
790,2024-01-06 19:30,正常,2.1,2.3,238,273,71,123,3.5,0.8,0.86,0.53,0.53,2.0,11.9,4.6,-5.4,33.01,35.02
791,2024-01-06 19:40,指令判断时间过长故障,2.4,2.2,289,250,94,100,5.3,0.85,0.84,0.57,0.56,2.1,12.0,4.6,-4.7,32.98,34.96
792,2024-01-06 19:50,第一脉冲时间过长故障,2.3,2.1,230,217,96,103,4.1,0.8,0.9,0.57,0.53,2.3,12.0,4.8,-4.8,32.99,34.99
793,2024-01-06 20:00,正常,2.1,2.2,226,239,99,113,4.6,0.78,0.83,0.57,0.54,1.5,12.1,5.4,-5.4,32.98,34.97
794,2024-01-06 20:10,正常,2.0,2.9,218,287,89,106,3.2,0.76,0.83,0.57,0.53,1.3,11.9,5.5,-4.8,33.03,35.03
795,2024-01-06 20:20,正常,2.6,2.1,260,214,91,127,4.7,0.77,0.88,0.56,0.56,2.4,12.1,4.7,-4.7,33.03,35.02
796,2024-01-06 20:30,正常,2.6,2.1,253,201,89,112,4.3,0.75,0.83,0.58,0.53,2.1,12.1,4.8,-5.5,33.01,35.04
797,2024-01-06 20:40,指令判断时间过长故障,2.4,2.7,241,235,73,105,3.6,0.84,0.86,0.52,0.54,2.2,12.0,5.2,-5.2,32.98,34.97
798,2024-01-06 20:50,电路断开频率过低故障,2.2,2.2,264,270,84,86,4.0,0.78,0.83,0.54,0.53,2.0,12.1,5.2,-4.6,32.99,34.97
799,2024-01-06 21:00,正常,2.1,2.6,256,208,89,105,3.8,0.74,0.85,0.55,0.56,1.8,12.0,5.5,-4.7,33.02,35.03
800,2024-01-06 21:10,模式1脉宽过短故障,2.8,2.4,287,260,89,130,5.0,0.73,0.87,0.53,0.56,2.6,12.0,5.3,-5.3,32.9,34.97
801,2024-01-06 21:20,正常,2.3,2.0,243,256,78,121,4.4,0.74,0.87,0.52,0.57,2.8,12.0,5.3,-5.0,33.01,35.02
802,2024-01-06 21:30,正常,2.3,2.6,263,236,77,122,5.2,0.79,0.84,0.57,0.53,2.6,12.0,4.9,-5.2,32.97,35.01
803,2024-01-06 21:40,正常,2.3,2.4,290,242,80,114,4.6,0.73,0.84,0.54,0.57,1.2,12.0,4.6,-5.5,32.96,34.95
804,2024-01-06 21:50,电路断开时间超标故障,2.5,2.7,225,220,92,128,6.2,0.8,0.85,0.54,0.56,1.8,11.9,5.4,-4.9,32.97,34.98
805,2024-01-06 22:00,正常,2.6,2.7,263,271,72,109,4.0,0.72,0.86,0.57,0.52,2.8,12.0,5.3,-5.3,33.01,34.99
806,2024-01-06 22:10,正常,2.5,2.5,206,278,99,102,3.6,0.74,0.85,0.54,0.57,2.4,12.0,5.3,-5.2,32.98,35.01
807,2024-01-06 22:20,第二脉冲时间过短故障,2.4,2.2,209,282,92,124,3.0,0.76,0.85,0.49,0.53,1.1,11.9,5.1,-5.0,33.03,35.0
808,2024-01-06 22:30,正常,2.6,2.6,230,203,81,105,4.2,0.74,0.82,0.53,0.57,2.1,12.0,5.2,-5.1,33.03,34.98
809,2024-01-06 22:40,正常,2.6,2.3,268,245,81,103,3.1,0.77,0.85,0.55,0.54,1.4,12.0,4.8,-5.2,33.04,35.02
810,2024-01-06 22:50,正常,2.6,2.1,208,276,94,120,3.6,0.79,0.86,0.57,0.53,2.3,11.9,5.2,-5.1,33.03,35.0
811,2024-01-06 23:00,正常,2.2,2.9,277,276,97,124,3.1,0.79,0.86,0.53,0.54,1.4,12.0,5.0,-4.8,33.0,35.04
812,2024-01-06 23:10,正常,2.3,2.6,286,202,82,124,4.6,0.76,0.87,0.57,0.52,1.2,12.0,4.9,-5.2,33.02,34.99
813,2024-01-06 23:20,正常,2.7,2.4,247,202,86,122,4.7,0.77,0.83,0.57,0.56,2.3,12.0,4.9,-5.1,33.01,34.99
814,2024-01-06 23:30,正常,2.4,2.7,245,282,93,100,3.6,0.7,0.85,0.54,0.57,2.0,12.0,5.2,-4.7,33.01,35.0
815,2024-01-06 23:40,正常,2.3,2.4,237,254,96,117,3.8,0.79,0.86,0.55,0.52,2.4,12.1,4.5,-4.6,32.97,35.01
816,2024-01-06 23:50,正常,2.4,2.2,265,289,74,101,4.2,0.7,0.83,0.55,0.52,1.2,12.0,5.1,-5.3,32.96,34.97
817,2024-01-07 00:00,正常,2.3,2.2,207,220,73,100,3.1,0.74,0.88,0.54,0.53,1.1,12.1,4.8,-5.4,33.0,34.98
818,2024-01-07 00:10,正常,2.5,2.4,234,213,92,114,3.0,0.78,0.84,0.56,0.56,1.7,11.9,5.0,-5.4,33.03,34.97
819,2024-01-07 00:20,正常,2.1,2.7,269,222,79,101,4.8,0.75,0.86,0.54,0.52,2.4,12.0,5.4,-5.3,33.0,35.04
820,2024-01-07 00:30,正常,2.7,2.1,224,232,78,115,3.4,0.74,0.83,0.57,0.53,2.6,12.0,5.2,-5.3,33.04,35.01
821,2024-01-07 00:40,正常,2.2,2.5,224,285,85,117,4.9,0.7,0.83,0.55,0.56,1.5,11.9,5.3,-4.7,33.03,35.02
822,2024-01-07 00:50,模式1脉宽过短故障,2.7,2.7,287,211,96,107,5.1,0.75,0.87,0.53,0.56,2.6,12.0,5.3,-4.9,32.9,35.03
823,2024-01-07 01:00,正常,2.4,2.5,268,238,99,105,3.6,0.76,0.86,0.53,0.54,2.3,11.9,4.5,-5.2,32.99,34.98
824,2024-01-07 01:10,正常,2.1,2.1,236,229,88,114,4.7,0.72,0.82,0.55,0.57,1.7,12.0,5.0,-4.6,33.02,34.95
825,2024-01-07 01:20,模式1脉宽过长故障,2.1,2.1,210,253,84,113,5.4,0.77,0.85,0.53,0.55,2.0,12.1,5.4,-4.8,33.11,35.0
826,2024-01-07 01:30,正常,2.6,2.0,230,240,74,112,5.4,0.8,0.88,0.52,0.54,2.5,12.1,4.8,-4.5,32.97,34.96
827,2024-01-07 01:40,正常,2.5,2.6,262,203,90,120,4.0,0.73,0.85,0.58,0.57,2.2,12.0,4.9,-5.3,33.0,35.0
828,2024-01-07 01:50,正常,2.7,2.2,218,251,92,120,4.0,0.72,0.84,0.54,0.52,1.5,12.0,5.3,-5.3,33.04,35.02
829,2024-01-07 02:00,+24V稳定电流超标故障,2.6,2.5,318,251,83,130,3.5,0.77,0.83,0.54,0.53,1.9,12.1,5.3,-5.5,32.99,35.05
830,2024-01-07 02:10,正常,2.3,2.5,201,200,95,101,4.0,0.79,0.87,0.55,0.57,2.2,12.0,5.0,-5.1,33.01,34.98
831,2024-01-07 02:20,正常,2.6,2.4,221,218,96,113,4.9,0.75,0.87,0.55,0.56,1.2,11.9,5.5,-5.5,33.0,35.02
832,2024-01-07 02:30,正常,2.7,2.7,277,279,86,125,4.8,0.73,0.86,0.52,0.52,2.9,12.0,5.2,-5.2,32.99,35.03
833,2024-01-07 02:40,系统识别电压过高故障,2.1,2.5,251,275,92,100,3.3,0.76,0.85,0.57,0.53,1.0,12.3,4.9,-5.2,32.98,35.04
834,2024-01-07 02:50,正常,2.7,2.2,207,218,83,103,3.9,0.75,0.88,0.53,0.55,1.1,12.0,5.1,-5.0,32.99,35.01
835,2024-01-07 03:00,第三脉冲时间过长故障,2.7,2.0,254,207,71,119,4.2,0.79,0.87,0.55,0.59,1.9,11.9,4.8,-4.7,32.98,34.99
836,2024-01-07 03:10,第三脉冲时间过短故障,2.8,2.6,205,259,82,102,5.3,0.8,0.88,0.52,0.5,2.1,12.0,5.1,-5.1,33.04,35.02
837,2024-01-07 03:20,正常,2.4,2.8,262,280,89,102,4.4,0.75,0.84,0.55,0.57,2.3,12.0,5.3,-4.6,32.97,35.02
838,2024-01-07 03:30,正常,2.9,2.7,221,269,74,108,4.6,0.78,0.86,0.56,0.56,1.3,12.0,5.4,-5.0,33.04,35.02
839,2024-01-07 03:40,光电频率过低故障,2.9,2.5,259,249,72,101,4.0,0.74,0.82,0.56,0.58,0.5,12.1,4.6,-5.2,32.97,35.02
840,2024-01-07 03:50,正常,2.3,2.7,258,271,82,108,3.8,0.77,0.85,0.57,0.54,2.0,12.0,4.8,-5.2,32.96,35.04
841,2024-01-07 04:00,正常,2.9,2.5,275,285,83,101,4.0,0.71,0.88,0.54,0.56,2.3,12.0,4.6,-5.4,33.04,34.95
842,2024-01-07 04:10,正常,2.5,2.9,281,265,89,130,4.5,0.72,0.86,0.54,0.55,2.7,11.9,5.4,-4.7,33.01,34.99
843,2024-01-07 04:20,正常,2.2,2.9,222,225,87,113,5.0,0.78,0.84,0.57,0.52,2.5,12.0,5.2,-5.2,33.03,34.97
844,2024-01-07 04:30,正常,2.7,2.1,236,268,85,120,3.8,0.73,0.85,0.55,0.52,2.2,12.1,5.4,-4.6,33.01,34.97
845,2024-01-07 04:40,正常,2.1,2.5,264,232,74,114,3.0,0.74,0.83,0.55,0.53,1.5,12.0,4.7,-5.2,32.98,35.03
846,2024-01-07 04:50,正常,2.8,2.8,277,258,74,101,5.0,0.74,0.82,0.53,0.53,2.7,12.0,4.9,-4.9,32.98,34.99
847,2024-01-07 05:00,正常,2.3,2.0,243,290,71,104,3.2,0.77,0.84,0.54,0.55,2.9,12.0,5.2,-5.3,33.02,35.03
848,2024-01-07 05:10,正常,2.3,2.3,211,216,98,111,3.7,0.74,0.82,0.58,0.56,1.9,11.9,5.5,-4.6,33.01,34.99
849,2024-01-07 05:20,正常,2.6,2.3,230,267,85,119,4.3,0.8,0.87,0.54,0.55,2.8,11.9,5.5,-4.9,33.03,34.98
850,2024-01-07 05:30,正常,2.4,2.4,231,203,74,109,3.4,0.77,0.88,0.57,0.58,2.4,12.1,5.0,-4.5,33.03,35.0
851,2024-01-07 05:40,正常,2.3,2.2,262,278,79,105,3.5,0.74,0.82,0.53,0.57,2.7,12.0,5.0,-5.4,33.01,35.03
852,2024-01-07 05:50,系统识别电压过高故障,2.1,2.5,256,247,72,102,4.6,0.8,0.85,0.53,0.56,2.1,12.5,4.7,-4.8,32.98,34.97
853,2024-01-07 06:00,-24V稳定电流超标故障,2.4,2.5,265,310,86,102,5.3,0.78,0.84,0.56,0.55,1.9,12.0,5.1,-4.7,32.98,34.99
854,2024-01-07 06:10,正常,2.4,2.8,228,244,91,102,3.7,0.76,0.85,0.56,0.57,1.5,11.9,5.5,-5.2,33.05,35.02
855,2024-01-07 06:20,正常,2.3,2.0,236,283,77,128,5.1,0.72,0.82,0.57,0.53,2.5,12.0,4.7,-4.8,32.99,35.01
856,2024-01-07 06:30,模式1脉宽过短故障,2.6,2.7,260,264,86,127,3.5,0.72,0.88,0.54,0.55,2.4,12.0,4.9,-5.5,32.92,35.04
857,2024-01-07 06:40,正常,2.7,2.3,266,208,83,115,3.1,0.79,0.86,0.57,0.52,1.2,12.1,5.2,-4.7,33.04,35.04
858,2024-01-07 06:50,电路断开时间超标故障,2.0,2.8,217,220,88,123,6.5,0.77,0.83,0.57,0.52,2.6,11.9,5.1,-4.5,33.03,34.97
859,2024-01-07 07:00,正常,2.5,2.5,242,247,85,130,4.1,0.74,0.82,0.53,0.54,1.9,12.1,5.0,-5.0,33.01,35.04
860,2024-01-07 07:10,正常,2.1,2.8,256,247,70,130,4.9,0.76,0.84,0.55,0.56,1.1,11.9,5.1,-5.4,32.99,35.03
861,2024-01-07 07:20,-24V稳定电流超标故障,2.4,2.6,228,353,95,109,4.9,0.78,0.84,0.53,0.52,1.3,11.9,5.2,-5.3,32.96,34.95
862,2024-01-07 07:30,正常,2.7,2.7,272,272,76,117,3.4,0.74,0.84,0.54,0.54,1.2,12.1,4.7,-5.0,32.95,35.01
863,2024-01-07 07:40,正常,2.5,2.6,218,275,86,113,4.7,0.76,0.84,0.54,0.55,1.8,11.9,4.6,-5.1,32.99,35.01
864,2024-01-07 07:50,正常,2.3,2.0,283,217,75,130,4.0,0.75,0.84,0.56,0.53,1.7,11.9,4.6,-5.4,32.95,35.03
865,2024-01-07 08:00,正常,2.2,2.2,246,209,94,114,4.2,0.8,0.87,0.55,0.54,2.5,12.0,5.3,-4.8,33.04,34.99
866,2024-01-07 08:10,正常,2.6,2.2,268,226,75,115,5.2,0.8,0.87,0.56,0.57,1.6,12.1,4.6,-5.4,32.96,35.0
867,2024-01-07 08:20,第一脉冲时间过短故障,2.7,2.5,230,229,78,127,5.4,0.78,0.8,0.57,0.54,2.8,12.0,4.8,-4.8,33.03,35.05
868,2024-01-07 08:30,系统识别电压过低故障,2.9,2.4,243,255,87,113,4.0,0.76,0.87,0.58,0.52,1.3,11.5,5.1,-5.3,32.99,34.96
869,2024-01-07 08:40,-24V最大电流超标故障,2.4,3.2,209,213,90,123,3.7,0.74,0.84,0.56,0.55,1.9,12.0,4.6,-5.0,33.02,35.05
870,2024-01-07 08:50,正常,2.3,2.6,215,230,72,122,4.6,0.72,0.85,0.53,0.52,1.1,12.0,4.8,-4.6,33.03,34.97
871,2024-01-07 09:00,电路断开频率过低故障,2.4,2.1,232,275,90,97,4.2,0.74,0.85,0.57,0.54,1.8,12.1,4.9,-4.8,32.95,34.99
872,2024-01-07 09:10,正常,2.6,2.8,249,213,96,123,4.7,0.77,0.85,0.52,0.54,1.8,12.0,4.9,-4.5,33.05,35.02
873,2024-01-07 09:20,正常,2.4,2.1,259,252,75,130,4.4,0.76,0.88,0.53,0.53,2.2,12.1,4.5,-5.0,33.01,34.96
874,2024-01-07 09:30,指令判断时间过短故障,2.3,2.4,271,214,75,108,3.3,0.67,0.83,0.55,0.57,1.9,11.9,5.4,-5.0,32.98,35.02
875,2024-01-07 09:40,正常,2.2,2.5,283,276,90,117,3.7,0.73,0.87,0.55,0.52,2.3,12.1,4.6,-5.1,33.0,34.99
876,2024-01-07 09:50,+24V稳定电流超标故障,2.4,2.6,393,262,70,116,4.6,0.74,0.85,0.56,0.52,2.7,12.0,5.3,-4.5,32.97,35.02
877,2024-01-07 10:00,正常,2.5,2.0,252,276,71,105,3.1,0.71,0.84,0.54,0.55,1.4,12.0,4.5,-5.4,33.05,34.95
878,2024-01-07 10:10,正常,2.8,2.7,265,207,76,110,4.9,0.74,0.83,0.55,0.56,1.4,12.0,5.2,-5.3,32.97,34.97
879,2024-01-07 10:20,模式1电平过高故障,2.8,2.3,252,247,99,122,3.4,0.73,0.86,0.52,0.56,2.6,11.9,6.2,-5.1,32.95,34.98
880,2024-01-07 10:30,正常,2.5,2.7,281,240,71,116,5.3,0.72,0.83,0.55,0.55,2.1,12.0,5.0,-5.1,32.99,34.98
881,2024-01-07 10:40,正常,2.7,2.0,239,215,91,105,3.2,0.76,0.84,0.55,0.54,2.3,12.1,4.8,-4.7,33.01,35.01
882,2024-01-07 10:50,正常,2.2,2.2,212,254,71,107,5.3,0.77,0.88,0.55,0.54,1.4,12.0,5.4,-4.9,33.01,34.95
883,2024-01-07 11:00,正常,2.6,2.5,279,251,71,123,4.8,0.73,0.87,0.55,0.55,2.3,12.0,5.2,-5.2,32.97,35.03
884,2024-01-07 11:10,正常,2.8,2.6,216,254,91,106,3.4,0.78,0.87,0.55,0.58,2.2,11.9,5.1,-4.6,33.0,34.96
885,2024-01-07 11:20,正常,2.0,2.5,284,209,81,110,3.6,0.71,0.87,0.57,0.55,1.7,11.9,5.4,-4.7,33.02,34.95
886,2024-01-07 11:30,正常,2.2,2.6,207,210,96,130,3.6,0.73,0.84,0.56,0.55,1.6,12.1,5.5,-5.0,33.03,34.98
887,2024-01-07 11:40,正常,2.6,2.3,266,205,90,111,5.5,0.75,0.83,0.56,0.52,2.4,12.0,5.4,-4.9,33.03,35.01
888,2024-01-07 11:50,正常,2.3,2.2,284,210,97,119,3.8,0.72,0.83,0.53,0.55,1.2,12.0,5.4,-4.6,33.02,34.97
889,2024-01-07 12:00,正常,2.3,2.9,214,247,70,129,5.5,0.74,0.86,0.56,0.56,2.3,12.0,4.8,-5.3,32.95,35.04
890,2024-01-07 12:10,正常,2.5,2.3,283,284,72,118,4.1,0.78,0.87,0.57,0.54,2.0,12.1,4.5,-5.0,33.04,35.02
891,2024-01-07 12:20,正常,2.2,2.2,288,210,97,123,3.7,0.7,0.83,0.54,0.54,1.0,12.0,4.9,-5.4,33.02,34.96
892,2024-01-07 12:30,正常,2.7,2.0,275,263,79,111,4.3,0.79,0.83,0.55,0.53,1.9,12.1,4.6,-5.2,33.0,35.03
893,2024-01-07 12:40,正常,2.7,2.6,209,256,71,104,3.8,0.75,0.84,0.57,0.56,1.9,12.0,5.0,-5.1,32.95,35.02
894,2024-01-07 12:50,光电频率过低故障,2.3,2.3,258,259,83,100,4.7,0.79,0.83,0.56,0.55,0.6,12.1,4.7,-5.5,33.03,34.99
895,2024-01-07 13:00,正常,2.5,2.0,266,260,77,124,4.6,0.75,0.84,0.53,0.55,2.2,12.0,5.4,-4.6,33.01,35.0
896,2024-01-07 13:10,正常,2.8,2.2,250,246,76,123,3.4,0.72,0.85,0.55,0.53,1.2,12.0,4.8,-5.0,32.96,35.04
897,2024-01-07 13:20,正常,2.4,2.9,221,221,78,126,3.9,0.78,0.83,0.53,0.53,2.1,12.0,4.6,-5.2,33.03,34.97
898,2024-01-07 13:30,正常,2.8,2.4,228,253,84,105,4.6,0.77,0.84,0.54,0.53,2.5,12.0,4.7,-5.1,32.97,35.02
899,2024-01-07 13:40,正常,2.5,2.7,213,265,83,102,4.1,0.78,0.85,0.58,0.53,1.6,11.9,4.7,-4.5,33.01,35.0
900,2024-01-07 13:50,-24V稳定电流超标故障,2.2,2.5,256,328,71,124,3.4,0.72,0.84,0.56,0.53,2.3,12.0,5.2,-4.7,32.97,35.01
901,2024-01-07 14:00,正常,2.1,2.4,273,257,73,122,4.0,0.8,0.85,0.56,0.56,2.8,12.1,4.9,-5.3,32.96,34.96
902,2024-01-07 14:10,模式1电平过高故障,2.4,2.7,275,237,86,110,5.5,0.77,0.87,0.55,0.58,1.6,11.9,5.6,-5.3,33.03,35.0
903,2024-01-07 14:20,正常,2.7,2.9,242,238,91,123,5.2,0.78,0.82,0.57,0.54,2.1,12.0,5.3,-5.4,33.02,34.99
904,2024-01-07 14:30,正常,2.1,2.8,203,279,73,130,5.3,0.71,0.87,0.54,0.54,2.3,12.0,5.0,-5.2,33.04,35.01
905,2024-01-07 14:40,正常,2.2,2.7,275,246,92,109,3.7,0.71,0.85,0.57,0.58,1.3,12.0,4.7,-4.9,33.02,34.99
906,2024-01-07 14:50,正常,2.5,2.5,214,234,71,112,3.1,0.79,0.85,0.57,0.57,1.6,12.0,5.0,-4.6,33.03,34.95
907,2024-01-07 15:00,+24V最大电流超标故障,3.5,2.4,259,264,81,128,3.9,0.79,0.83,0.53,0.53,1.4,12.1,4.9,-5.4,33.0,35.01
908,2024-01-07 15:10,正常,2.3,2.2,227,269,78,116,4.5,0.71,0.86,0.55,0.57,2.0,12.0,4.7,-4.7,33.03,35.01
909,2024-01-07 15:20,模式2电平过低故障,2.4,2.3,218,250,78,116,4.9,0.74,0.83,0.54,0.55,1.9,12.0,4.8,-5.8,32.97,34.96
910,2024-01-07 15:30,-24V稳定电流超标故障,2.1,2.7,235,333,92,113,4.3,0.74,0.82,0.55,0.56,1.4,11.9,4.7,-4.6,33.03,34.99
911,2024-01-07 15:40,正常,2.8,2.2,249,217,89,129,4.5,0.79,0.87,0.53,0.55,1.8,12.1,4.8,-5.4,33.01,35.01
912,2024-01-07 15:50,光电频率过高故障,2.6,2.1,285,261,75,112,5.4,0.72,0.85,0.56,0.56,3.8,11.9,5.0,-5.0,32.96,35.01
913,2024-01-07 16:00,正常,2.2,2.4,285,225,96,123,3.4,0.74,0.85,0.55,0.54,2.5,12.0,5.4,-4.6,32.99,35.03
914,2024-01-07 16:10,指令判断时间过长故障,2.2,2.6,275,241,75,110,3.1,0.89,0.84,0.55,0.53,1.6,12.0,5.2,-4.9,33.03,34.96
915,2024-01-07 16:20,正常,2.0,2.3,266,226,82,101,3.7,0.77,0.87,0.54,0.57,2.9,11.9,4.9,-5.4,33.02,34.99
916,2024-01-07 16:30,正常,2.2,2.9,281,237,87,117,4.7,0.75,0.83,0.58,0.53,2.1,12.1,4.6,-4.8,32.99,35.03
917,2024-01-07 16:40,正常,2.5,2.7,231,244,75,107,3.0,0.77,0.86,0.53,0.54,1.2,12.0,5.0,-4.9,33.03,34.98
918,2024-01-07 16:50,正常,2.1,2.4,229,216,87,118,3.2,0.71,0.87,0.53,0.57,2.0,11.9,5.1,-5.3,33.04,35.02
919,2024-01-07 17:00,+24V稳定电流超标故障,2.5,2.2,397,246,73,103,4.7,0.79,0.87,0.57,0.57,2.8,12.1,5.2,-5.2,32.96,34.95
920,2024-01-07 17:10,正常,2.1,2.7,212,258,72,125,4.5,0.71,0.83,0.56,0.56,1.2,11.9,5.2,-5.1,33.0,35.02
921,2024-01-07 17:20,正常,2.6,2.7,249,238,86,120,3.9,0.71,0.86,0.55,0.57,2.9,11.9,4.6,-4.9,33.03,35.04
922,2024-01-07 17:30,指令判断时间过短故障,2.3,2.3,277,270,97,120,4.1,0.69,0.85,0.56,0.56,1.8,11.9,5.5,-5.5,33.01,35.01
923,2024-01-07 17:40,正常,2.4,2.3,227,288,93,116,4.1,0.79,0.83,0.55,0.53,2.6,12.0,5.1,-5.4,32.96,34.96
924,2024-01-07 17:50,正常,2.7,2.1,203,228,89,107,4.8,0.71,0.87,0.53,0.58,2.8,12.0,4.6,-5.1,32.96,35.03
925,2024-01-07 18:00,系统识别电压过低故障,2.6,2.1,211,282,77,123,4.5,0.76,0.83,0.56,0.55,1.5,11.8,5.1,-5.4,32.96,34.97
926,2024-01-07 18:10,第一脉冲时间过长故障,2.4,2.7,224,269,74,123,5.0,0.78,0.91,0.52,0.58,1.8,12.0,5.2,-5.5,33.03,35.01
927,2024-01-07 18:20,电路断开频率过高故障,2.1,2.1,223,248,96,142,5.1,0.76,0.85,0.55,0.58,2.1,11.9,5.0,-5.4,32.98,34.98
928,2024-01-07 18:30,正常,2.4,2.3,279,280,84,110,5.1,0.75,0.85,0.57,0.58,1.2,11.9,4.9,-5.4,32.96,34.97
929,2024-01-07 18:40,正常,2.3,2.6,241,254,74,125,5.2,0.8,0.87,0.58,0.54,2.5,12.1,5.2,-5.0,33.03,35.02
930,2024-01-07 18:50,模式2电平过高故障,2.1,2.6,231,260,91,121,4.8,0.75,0.85,0.55,0.55,2.6,12.0,5.2,-4.1,33.01,34.99
