id,record_time,status,+24V_max_current,-24V_max_current,+24V_working_current,-24V_working_current,+9V_working_current,circuit_disconnect_freq,circuit_disconnect_time,command_judge_time,first_pulse_time,second_pulse_time,third_pulse_time,photoelectric_freq,system_recognition,mode1_level,mode2_level,mode1_pulse_width,mode2_pulse_width
172,2024-01-02 12:30,指令判断时间过短故障,2.5,2.5,255,200,81,119,5.3,0.68,0.86,0.55,0.53,2.9,12.1,5.3,-5.4,32.98,35.01
173,2024-01-02 12:40,正常,2.6,2.0,232,288,91,103,5.1,0.79,0.84,0.54,0.54,1.1,12.0,5.4,-4.8,33.03,35.0
174,2024-01-02 12:50,正常,2.9,2.6,232,215,80,129,5.0,0.74,0.87,0.56,0.55,2.8,12.0,5.5,-5.1,33.01,35.05
175,2024-01-02 13:00,正常,2.4,2.3,287,269,78,114,3.9,0.79,0.84,0.58,0.54,2.4,12.0,4.9,-4.5,32.97,35.03
176,2024-01-02 13:10,电路断开频率过高故障,2.7,2.2,224,247,98,146,3.1,0.75,0.84,0.57,0.55,1.7,12.0,5.0,-5.3,33.0,34.96
177,2024-01-02 13:20,指令判断时间过长故障,2.4,2.4,273,230,70,100,4.4,0.88,0.85,0.55,0.56,2.2,12.0,5.5,-5.5,32.96,34.96
178,2024-01-02 13:30,正常,2.2,2.6,232,252,86,102,3.6,0.71,0.85,0.53,0.56,2.8,11.9,5.4,-4.9,32.97,34.97
179,2024-01-02 13:40,正常,2.1,2.7,210,245,70,129,3.0,0.72,0.83,0.54,0.58,1.0,12.0,5.3,-5.1,33.0,35.03
180,2024-01-02 13:50,正常,2.1,2.5,281,221,89,120,5.0,0.76,0.86,0.56,0.53,1.9,12.0,4.6,-5.3,32.95,35.03
181,2024-01-02 14:00,第三脉冲时间过长故障,2.9,2.4,254,251,87,122,4.1,0.73,0.83,0.56,0.59,2.9,12.0,4.9,-5.0,32.97,35.0
182,2024-01-02 14:10,正常,2.0,2.4,255,265,72,122,4.7,0.73,0.83,0.55,0.54,1.9,12.1,5.3,-5.1,32.96,34.95
183,2024-01-02 14:20,系统识别电压过高故障,2.0,2.6,270,210,87,106,5.5,0.71,0.87,0.54,0.57,1.5,12.5,5.3,-4.8,32.98,35.0
184,2024-01-02 14:30,正常,2.5,2.2,284,218,72,123,3.5,0.75,0.82,0.55,0.52,1.5,12.0,5.1,-5.5,32.98,35.01
185,2024-01-02 14:40,第二脉冲时间过长故障,2.1,2.2,203,259,99,111,3.6,0.76,0.88,0.6,0.55,1.0,12.1,5.0,-4.7,32.99,34.98
186,2024-01-02 14:50,正常,2.2,2.3,275,268,87,126,3.4,0.79,0.82,0.56,0.54,1.0,12.1,4.5,-5.2,33.02,35.04
187,2024-01-02 15:00,正常,2.6,2.1,254,286,83,111,3.7,0.72,0.83,0.54,0.53,2.1,11.9,4.8,-5.4,33.03,34.97
188,2024-01-02 15:10,电路断开频率过低故障,2.5,2.9,236,211,78,87,5.5,0.8,0.88,0.53,0.56,1.8,12.0,4.9,-5.4,33.02,35.03
189,2024-01-02 15:20,正常,2.5,2.3,248,243,96,109,3.9,0.78,0.86,0.55,0.54,2.3,12.1,4.7,-5.1,33.03,35.04
190,2024-01-02 15:30,正常,2.5,2.0,269,254,86,121,4.5,0.72,0.85,0.57,0.56,2.5,12.0,5.1,-4.9,33.0,35.0
191,2024-01-02 15:40,第一脉冲时间过长故障,2.5,2.8,237,257,70,111,5.3,0.75,0.91,0.57,0.57,2.9,12.1,5.0,-5.2,33.05,34.98
192,2024-01-02 15:50,正常,2.2,2.6,221,203,85,120,3.1,0.78,0.84,0.57,0.54,1.0,12.1,4.5,-4.6,33.01,34.96
193,2024-01-02 16:00,正常,2.2,2.6,281,213,90,112,4.5,0.7,0.82,0.53,0.57,2.5,12.0,5.1,-4.9,32.99,34.99
194,2024-01-02 16:10,正常,2.6,2.4,289,217,77,129,4.7,0.78,0.86,0.57,0.57,2.7,12.0,4.5,-5.1,33.04,34.96
195,2024-01-02 16:20,正常,2.1,2.6,284,248,87,111,4.4,0.79,0.87,0.54,0.57,2.4,11.9,5.0,-4.9,32.95,34.98
196,2024-01-02 16:30,正常,2.9,2.9,249,202,91,128,5.1,0.73,0.84,0.58,0.55,2.1,12.1,5.0,-4.6,32.99,35.0
197,2024-01-02 16:40,正常,2.9,2.5,224,213,99,119,4.7,0.8,0.87,0.55,0.53,2.8,11.9,5.2,-5.0,33.01,35.01
198,2024-01-02 16:50,正常,2.6,2.6,209,230,83,121,5.4,0.71,0.83,0.57,0.55,2.0,12.0,5.3,-5.1,33.02,35.03
199,2024-01-02 17:00,正常,2.4,2.6,290,224,86,118,3.2,0.77,0.85,0.55,0.55,1.1,12.0,5.2,-4.7,32.98,34.96
200,2024-01-02 17:10,正常,2.9,2.1,219,206,81,114,3.6,0.78,0.82,0.55,0.58,2.2,12.0,4.8,-4.6,33.03,35.02
201,2024-01-02 17:20,正常,2.9,2.8,214,215,90,122,4.5,0.76,0.85,0.58,0.55,2.3,12.0,4.8,-5.3,33.04,34.97
202,2024-01-02 17:30,正常,2.7,2.7,200,241,74,100,5.0,0.79,0.88,0.56,0.54,1.9,12.1,4.6,-4.7,32.98,35.0
203,2024-01-02 17:40,-24V最大电流超标故障,2.4,3.3,267,228,86,105,4.4,0.76,0.85,0.53,0.58,1.1,12.0,5.2,-5.0,33.01,35.03
204,2024-01-02 17:50,正常,2.1,2.5,252,211,84,128,3.4,0.8,0.83,0.55,0.57,2.4,12.0,5.3,-4.6,33.02,34.96
205,2024-01-02 18:00,正常,2.3,2.4,257,275,83,112,5.4,0.74,0.84,0.54,0.57,1.2,12.0,5.1,-4.7,32.99,35.0
206,2024-01-02 18:10,模式2电平过高故障,2.1,2.1,268,230,99,116,3.2,0.79,0.85,0.54,0.56,2.6,12.1,5.3,-4.3,32.96,34.97
207,2024-01-02 18:20,+24V最大电流超标故障,3.6,2.7,203,227,86,111,4.5,0.75,0.87,0.52,0.55,2.4,12.1,5.3,-4.6,33.05,34.97
208,2024-01-02 18:30,正常,2.0,2.5,241,205,90,113,4.1,0.75,0.84,0.56,0.52,2.0,11.9,5.2,-5.0,32.96,34.98
209,2024-01-02 18:40,正常,2.8,2.3,220,209,83,120,3.0,0.74,0.87,0.53,0.56,2.6,11.9,4.7,-4.8,32.99,35.0
210,2024-01-02 18:50,第三脉冲时间过长故障,2.1,2.1,211,264,90,116,3.1,0.79,0.85,0.54,0.59,2.2,12.0,5.4,-5.3,32.96,34.99
211,2024-01-02 19:00,正常,2.1,2.6,242,238,78,117,4.9,0.71,0.85,0.56,0.53,1.1,12.0,5.3,-4.6,32.99,35.02
212,2024-01-02 19:10,模式2脉宽过短故障,2.0,2.8,279,246,94,117,3.4,0.75,0.83,0.56,0.56,1.7,12.1,4.9,-4.7,33.05,34.92
213,2024-01-02 19:20,正常,2.1,2.1,210,225,73,107,3.1,0.73,0.86,0.55,0.53,1.2,12.0,5.5,-5.5,33.0,34.97
214,2024-01-02 19:30,正常,2.1,2.1,202,287,75,119,3.2,0.76,0.84,0.58,0.54,2.9,12.0,5.4,-5.0,32.96,34.97
215,2024-01-02 19:40,模式1电平过低故障,2.6,2.6,202,244,86,111,5.0,0.75,0.84,0.55,0.53,1.9,11.9,4.2,-4.7,33.01,34.96
216,2024-01-02 19:50,光电频率过低故障,2.6,2.5,271,203,86,126,4.0,0.77,0.88,0.53,0.56,0.5,12.1,5.4,-4.5,32.98,34.99
217,2024-01-02 20:00,光电频率过低故障,2.7,2.8,241,241,82,113,3.3,0.75,0.87,0.57,0.57,0.7,12.1,5.2,-5.1,32.98,34.96
218,2024-01-02 20:10,光电频率过低故障,2.2,2.0,201,236,83,114,4.5,0.76,0.83,0.56,0.54,0.1,12.1,4.6,-5.0,33.03,35.0
219,2024-01-02 20:20,正常,2.7,2.3,223,267,77,128,4.8,0.73,0.87,0.52,0.58,2.2,12.1,5.1,-4.9,32.96,34.99
220,2024-01-02 20:30,系统识别电压过高故障,2.6,2.8,274,242,81,113,3.8,0.79,0.85,0.54,0.55,1.1,12.5,5.4,-4.6,33.02,35.0
221,2024-01-02 20:40,+24V最大电流超标故障,4.0,2.4,216,242,90,112,3.8,0.78,0.87,0.56,0.55,2.3,12.0,4.8,-5.0,32.96,34.96
222,2024-01-02 20:50,正常,2.8,2.5,230,203,81,124,5.4,0.78,0.84,0.57,0.52,2.6,12.1,5.0,-5.5,32.97,34.96
223,2024-01-02 21:00,正常,2.3,2.2,222,214,83,101,4.7,0.76,0.84,0.55,0.53,1.6,12.0,4.6,-5.1,32.96,35.01
224,2024-01-02 21:10,模式1电平过高故障,2.8,2.4,213,212,75,108,3.3,0.79,0.83,0.56,0.53,2.7,11.9,6.2,-5.4,33.05,34.99
225,2024-01-02 21:20,-24V最大电流超标故障,2.3,3.2,255,230,89,104,4.4,0.78,0.84,0.57,0.54,2.9,11.9,5.1,-4.8,32.95,34.98
226,2024-01-02 21:30,正常,2.5,2.1,248,259,78,106,4.9,0.75,0.83,0.55,0.53,1.1,12.0,4.8,-5.3,33.0,34.98
227,2024-01-02 21:40,模式1脉宽过短故障,2.0,2.2,254,267,75,110,4.7,0.8,0.85,0.58,0.54,1.3,11.9,4.9,-5.4,32.88,34.96
228,2024-01-02 21:50,电路断开频率过低故障,2.8,2.0,225,213,80,96,3.0,0.8,0.85,0.54,0.56,1.3,12.0,5.4,-5.4,33.03,34.98
229,2024-01-02 22:00,正常,2.9,2.5,252,242,81,110,4.8,0.71,0.85,0.52,0.58,1.4,11.9,5.2,-4.7,33.03,34.97
230,2024-01-02 22:10,+9V稳定电流超标故障,2.1,2.5,209,224,107,114,3.6,0.76,0.88,0.57,0.53,1.1,12.0,4.9,-5.3,33.05,34.96
231,2024-01-02 22:20,正常,2.8,2.5,200,259,94,112,3.7,0.74,0.87,0.55,0.57,1.8,12.0,4.6,-5.5,32.98,35.03
232,2024-01-02 22:30,正常,2.0,2.4,282,269,80,127,4.9,0.8,0.87,0.57,0.54,1.6,11.9,4.9,-5.0,33.03,34.96
233,2024-01-02 22:40,正常,2.4,2.9,236,218,98,130,4.5,0.79,0.83,0.53,0.57,2.6,12.1,4.6,-4.9,32.99,35.05
234,2024-01-02 22:50,正常,2.3,2.6,203,271,71,102,4.5,0.77,0.86,0.53,0.55,1.6,12.0,5.2,-5.0,33.04,34.97
235,2024-01-02 23:00,正常,2.4,2.6,263,253,95,114,5.2,0.7,0.84,0.57,0.55,2.6,12.0,4.5,-5.0,32.99,34.96
236,2024-01-02 23:10,第二脉冲时间过长故障,2.7,2.9,244,278,94,108,3.4,0.74,0.87,0.59,0.54,1.5,11.9,4.9,-4.5,32.98,35.0
237,2024-01-02 23:20,正常,2.2,2.3,231,262,83,121,3.2,0.78,0.82,0.53,0.53,2.4,12.0,5.2,-5.3,33.0,35.01
238,2024-01-02 23:30,系统识别电压过高故障,2.0,2.4,231,218,80,127,3.3,0.73,0.84,0.55,0.53,2.6,12.2,5.4,-5.4,33.02,34.95
239,2024-01-02 23:40,指令判断时间过短故障,2.1,2.7,229,277,84,112,3.4,0.6,0.86,0.56,0.58,2.9,12.0,5.1,-4.8,32.98,35.04
240,2024-01-02 23:50,电路断开时间超标故障,2.7,2.3,210,259,88,103,6.5,0.7,0.87,0.55,0.56,2.5,12.0,5.3,-5.4,32.95,35.02
241,2024-01-03 00:00,正常,2.6,2.7,243,251,72,115,3.9,0.78,0.86,0.53,0.54,2.1,12.0,5.2,-4.9,33.03,35.01
242,2024-01-03 00:10,正常,2.2,2.4,266,217,76,118,4.1,0.78,0.83,0.54,0.56,2.2,12.1,5.2,-4.9,32.96,34.98
243,2024-01-03 00:20,正常,2.3,2.2,290,263,70,111,3.0,0.73,0.87,0.55,0.57,2.7,12.1,5.2,-5.5,32.95,35.0
244,2024-01-03 00:30,正常,2.2,2.2,210,270,90,115,4.2,0.74,0.86,0.53,0.52,2.8,12.1,4.8,-4.8,33.0,34.99
245,2024-01-03 00:40,正常,2.6,2.6,253,274,81,107,5.1,0.73,0.88,0.52,0.57,2.0,12.0,5.1,-5.2,32.98,34.95
246,2024-01-03 00:50,正常,2.8,2.0,290,269,96,104,3.2,0.78,0.85,0.57,0.57,1.2,12.1,5.2,-4.7,32.97,34.95
247,2024-01-03 01:00,正常,2.1,2.8,230,217,85,116,5.5,0.71,0.88,0.57,0.57,1.6,12.1,5.4,-4.5,32.96,35.0
248,2024-01-03 01:10,第二脉冲时间过长故障,2.7,2.6,241,263,82,103,5.3,0.76,0.86,0.62,0.54,2.7,12.0,5.2,-4.5,32.98,35.03
249,2024-01-03 01:20,电路断开频率过低故障,2.2,2.7,280,262,82,93,3.0,0.79,0.85,0.56,0.58,1.4,12.1,4.7,-5.4,33.04,34.98
250,2024-01-03 01:30,正常,2.9,2.6,221,244,98,100,5.2,0.76,0.85,0.56,0.57,2.2,12.0,5.3,-4.7,33.02,35.01
251,2024-01-03 01:40,正常,2.6,2.4,274,230,72,128,3.3,0.78,0.83,0.55,0.57,2.1,12.1,5.3,-4.6,33.02,34.99
252,2024-01-03 01:50,电路断开频率过高故障,2.5,2.4,246,204,84,144,5.0,0.7,0.85,0.54,0.57,2.7,12.1,4.6,-4.6,32.95,35.04
253,2024-01-03 02:00,正常,2.9,2.5,265,207,98,111,5.1,0.75,0.87,0.58,0.56,2.9,12.0,5.1,-5.4,33.02,35.02
254,2024-01-03 02:10,正常,2.8,2.6,202,285,83,108,4.7,0.75,0.88,0.53,0.56,2.9,12.0,5.2,-4.7,32.96,35.02
255,2024-01-03 02:20,+24V稳定电流超标故障,2.6,2.4,352,208,92,125,3.8,0.76,0.83,0.54,0.52,1.7,11.9,4.7,-5.4,33.04,34.97
256,2024-01-03 02:30,第一脉冲时间过短故障,2.9,2.7,247,239,89,117,5.1,0.76,0.79,0.53,0.57,1.3,12.0,4.5,-4.7,32.97,35.04
257,2024-01-03 02:40,正常,2.4,2.2,277,258,93,104,3.3,0.76,0.85,0.52,0.53,2.2,11.9,5.4,-5.4,33.02,34.98
258,2024-01-03 02:50,正常,2.6,2.0,229,290,71,120,3.7,0.77,0.84,0.54,0.54,1.6,12.1,5.4,-4.6,33.04,35.03
259,2024-01-03 03:00,正常,2.2,2.1,216,289,71,118,4.5,0.72,0.87,0.55,0.52,2.6,12.0,5.2,-5.2,32.98,35.02
260,2024-01-03 03:10,电路断开频率过高故障,2.0,2.5,238,221,77,147,4.6,0.7,0.85,0.54,0.55,2.0,11.9,5.5,-4.5,32.96,35.01
261,2024-01-03 03:20,正常,2.5,2.8,243,232,74,108,5.0,0.8,0.83,0.53,0.58,1.2,11.9,5.5,-5.3,33.05,35.03
262,2024-01-03 03:30,正常,2.8,2.7,240,220,78,110,4.6,0.76,0.85,0.56,0.57,1.8,12.0,5.2,-5.1,33.0,35.0
263,2024-01-03 03:40,正常,2.5,2.8,222,253,87,103,3.2,0.74,0.85,0.56,0.55,2.8,11.9,5.0,-5.1,32.98,35.03
264,2024-01-03 03:50,模式2电平过低故障,2.7,2.8,206,216,92,122,5.0,0.76,0.87,0.56,0.53,1.1,12.0,5.4,-5.8,32.96,35.03
265,2024-01-03 04:00,指令判断时间过短故障,2.7,2.7,272,284,87,102,5.0,0.63,0.87,0.56,0.58,1.6,12.1,4.8,-5.5,33.05,34.99
266,2024-01-03 04:10,正常,2.5,2.9,235,287,84,105,5.2,0.79,0.83,0.57,0.56,1.7,12.0,5.4,-4.9,32.96,34.95
267,2024-01-03 04:20,正常,2.5,2.5,259,212,79,107,3.5,0.77,0.85,0.55,0.57,2.7,12.1,5.1,-4.6,32.97,34.97
268,2024-01-03 04:30,正常,2.4,2.3,237,288,86,103,3.5,0.75,0.87,0.56,0.58,2.7,12.0,5.3,-5.0,33.01,35.03
269,2024-01-03 04:40,正常,2.5,2.1,282,280,80,106,5.3,0.72,0.83,0.56,0.55,2.6,12.1,5.2,-5.3,33.01,35.04
270,2024-01-03 04:50,正常,2.7,2.7,201,249,84,110,3.7,0.79,0.87,0.56,0.55,2.9,12.0,5.0,-5.0,32.96,34.99
271,2024-01-03 05:00,电路断开频率过低故障,2.7,2.4,219,268,92,83,5.2,0.77,0.83,0.58,0.52,2.9,12.0,5.2,-5.2,33.04,35.03
272,2024-01-03 05:10,正常,2.1,2.0,260,247,80,123,3.6,0.8,0.87,0.56,0.56,2.3,12.1,5.3,-4.5,33.0,35.04
273,2024-01-03 05:20,正常,2.9,2.6,243,248,79,118,5.1,0.8,0.84,0.55,0.52,2.8,12.1,5.0,-5.0,33.04,34.97
274,2024-01-03 05:30,正常,2.4,2.3,288,225,86,110,5.0,0.75,0.87,0.57,0.56,2.4,12.1,5.0,-5.5,33.05,35.0
275,2024-01-03 05:40,正常,2.3,2.5,276,265,89,128,3.1,0.74,0.85,0.56,0.55,2.0,11.9,4.8,-5.4,32.99,35.0
276,2024-01-03 05:50,正常,2.1,2.9,271,246,91,127,3.9,0.7,0.86,0.54,0.55,2.4,12.0,4.9,-5.3,32.98,35.01
277,2024-01-03 06:00,光电频率过高故障,2.0,2.3,216,283,83,128,4.5,0.72,0.88,0.56,0.54,3.6,12.1,4.8,-5.0,32.96,35.04
278,2024-01-03 06:10,正常,2.3,2.1,219,207,70,126,4.1,0.77,0.83,0.55,0.57,2.2,12.0,4.8,-5.2,32.96,34.98
279,2024-01-03 06:20,光电频率过低故障,2.3,2.1,278,281,84,102,3.8,0.7,0.87,0.55,0.57,0.3,11.9,5.2,-4.6,33.01,35.02
280,2024-01-03 06:30,系统识别电压过低故障,2.3,2.3,214,274,97,113,3.7,0.72,0.88,0.57,0.53,1.8,11.7,5.4,-4.8,33.04,35.03
281,2024-01-03 06:40,-24V最大电流超标故障,2.7,3.9,278,271,82,117,3.2,0.8,0.85,0.54,0.56,1.7,12.1,5.1,-5.3,33.04,35.0
282,2024-01-03 06:50,正常,2.6,2.6,213,270,95,101,4.8,0.79,0.88,0.58,0.55,1.0,12.0,4.8,-5.2,32.95,35.01
283,2024-01-03 07:00,正常,2.3,2.8,200,248,73,107,3.5,0.79,0.85,0.53,0.53,2.7,11.9,5.1,-5.5,33.04,35.01
284,2024-01-03 07:10,指令判断时间过长故障,2.3,2.4,287,272,93,104,4.0,0.88,0.85,0.55,0.53,2.5,12.1,4.8,-5.0,32.96,34.98
285,2024-01-03 07:20,正常,2.6,2.1,218,215,95,112,4.6,0.71,0.84,0.55,0.54,2.8,12.0,4.6,-5.3,32.99,35.0
286,2024-01-03 07:30,正常,2.6,2.7,246,265,82,124,4.7,0.79,0.85,0.55,0.53,2.4,12.1,4.9,-4.5,33.0,34.96
287,2024-01-03 07:40,第二脉冲时间过短故障,2.3,2.2,277,282,80,101,4.3,0.79,0.84,0.5,0.57,1.1,11.9,5.2,-5.0,32.98,35.0
288,2024-01-03 07:50,正常,2.6,2.6,239,210,91,109,3.6,0.79,0.86,0.54,0.52,1.0,12.1,5.1,-4.5,32.98,34.98
289,2024-01-03 08:00,正常,2.1,2.5,263,258,74,120,3.6,0.77,0.84,0.57,0.57,1.3,11.9,5.1,-4.9,33.02,35.04
290,2024-01-03 08:10,正常,2.0,2.3,205,253,90,102,3.6,0.75,0.86,0.57,0.58,2.4,12.0,5.3,-5.0,32.97,34.98
291,2024-01-03 08:20,正常,2.7,2.3,277,281,78,125,5.1,0.74,0.83,0.54,0.56,2.8,11.9,4.5,-5.2,32.96,35.03
292,2024-01-03 08:30,正常,2.7,2.3,233,263,77,114,3.7,0.79,0.82,0.53,0.53,1.4,11.9,5.0,-5.4,33.03,35.01
293,2024-01-03 08:40,正常,2.1,2.9,218,277,72,106,4.4,0.74,0.84,0.52,0.54,2.2,12.1,5.1,-5.3,33.0,34.96
294,2024-01-03 08:50,+9V稳定电流超标故障,2.2,2.1,248,218,118,126,3.1,0.76,0.86,0.55,0.53,2.7,12.0,5.2,-5.2,33.01,34.99
295,2024-01-03 09:00,模式1电平过高故障,2.2,2.5,261,284,89,100,3.4,0.77,0.83,0.58,0.57,2.7,12.0,5.6,-5.0,33.02,34.98
296,2024-01-03 09:10,正常,2.3,2.4,267,269,92,110,4.2,0.71,0.85,0.54,0.53,2.2,12.1,5.0,-4.7,32.98,35.05
297,2024-01-03 09:20,正常,2.2,2.4,276,284,85,125,4.0,0.8,0.85,0.54,0.57,1.3,12.1,5.2,-5.4,32.99,35.03
298,2024-01-03 09:30,正常,2.3,2.4,245,227,79,114,4.8,0.77,0.87,0.58,0.53,2.0,12.0,4.8,-5.4,32.96,35.0
299,2024-01-03 09:40,正常,2.5,2.2,232,270,94,124,3.8,0.71,0.86,0.53,0.57,2.7,12.0,5.0,-5.0,32.96,35.03
300,2024-01-03 09:50,正常,2.1,2.6,205,212,91,121,3.3,0.76,0.87,0.56,0.55,1.1,11.9,4.8,-5.1,33.03,34.95
